1	0,0046
2	0,00455
3	0,00451
4	0,00446
5	0,00442
6	0,00437
7	0,00433
8	0,00428
9	0,00424
10	0,00419
11	0,00415
12	0,0041
13	0,00406
14	0,00401
15	0,00397
16	0,00392
17	0,00388
18	0,00383
19	0,00379
20	0,00374
21	0,00365
22	0,00361
23	0,00357
24	0,00353
25	0,00348
26	0,00344
27	0,0034
28	0,00337
29	0,00333
30	0,00329
31	0,00325
32	0,00322
33	0,00318
34	0,00314
35	0,00311
36	0,00307
37	0,00304
38	0,00301
39	0,00298
40	0,00294
41	0,00291
42	0,00288
43	0,00285
44	0,00282
45	0,00279
46	0,00276
47	0,00274
48	0,00271
49	0,00268
50	0,00266
51	0,00263
52	0,00261
53	0,00258
54	0,00256
55	0,00253
56	0,00251
57	0,00249
58	0,00246
59	0,00244
60	0,00242
61	0,0024
62	0,00238
63	0,00236
64	0,00234
65	0,00232
66	0,0023
67	0,00228
68	0,00227
69	0,00225
70	0,00223
71	0,00222
72	0,0022
73	0,00218
74	0,00217
75	0,00216
76	0,00214
77	0,00213
78	0,00211
79	0,0021
80	0,00209
81	0,00207
82	0,00206
83	0,00205
84	0,00204
85	0,00203
86	0,00202
87	0,00201
88	0,002
89	0,00199
90	0,00198
91	0,00197
92	0,00196
93	0,00195
94	0,00194
95	0,00194
96	0,00193
97	0,00192
98	0,00191
99	0,00191
100	0,0019
101	0,00189
102	0,00189
103	0,00188
104	0,00188
105	0,00187
106	0,00187
107	0,00186
108	0,00186
109	0,00185
110	0,00185
111	0,00185
112	0,00184
113	0,00184
114	0,00183
115	0,00183
116	0,00183
117	0,00183
118	0,00182
119	0,00182
120	0,00182
121	0,00182
122	0,00182
123	0,00181
124	0,00181
125	0,00181
126	0,00181
127	0,00181
128	0,00181
129	0,00181
130	0,00181
131	0,0018
132	0,0018
133	0,0018
134	0,0018
135	0,0018
136	0,0018
137	0,0018
138	0,0018
139	0,0018
140	0,0018
141	0,0018
142	0,0018
143	0,0018
144	0,0018
145	0,0018
146	0,0018
147	0,0018
148	0,0018
149	0,00181
150	0,00181
151	0,00181
152	0,00181
153	0,00181
154	0,00181
155	0,00181
156	0,00181
157	0,00181
158	0,00181
159	0,00181
160	0,00181
161	0,00181
162	0,00181
163	0,00181
164	0,00181
165	0,00181
166	0,00181
167	0,00181
168	0,00181
169	0,00181
170	0,00181
171	0,00181
172	0,00181
173	0,00181
174	0,0018
175	0,0018
176	0,0018
177	0,0018
178	0,0018
179	0,0018
180	0,0018
